"timestamp","system_time","lat","lon","speed","bearing","provider"
"1558636069000","1558636067998","42.99156781","-78.75979345","9.25","188.4","gps"
"1558636070000","1558636068984","42.9914863","-78.75980991","9.25","188.4","gps"
"1558636071000","1558636069981","42.9914032","-78.75981915","8.5","187.5","gps"
"1558636072000","1558636070984","42.99132951","-78.75983406","7.75","192.8","gps"
"1558636073000","1558636071983","42.99127353","-78.75985845","6.5","208.1","gps"
"1558636074000","1558636072985","42.99122466","-78.75991014","6.5","230.3","gps"
"1558636075000","1558636073992","42.99120401","-78.75996051","6.25","255.7","gps"
"1558636076000","1558636074984","42.99118958","-78.76003753","6.25","255.7","gps"
"1558636077000","1558636075982","42.99118476","-78.76015797","8.75","266.6","gps"
"1558636078000","1558636076992","42.99117272","-78.76030319","10.5","268.5","gps"
"1558636079000","1558636077984","42.99117713","-78.76045178","11.25","269.8","gps"
"1558636080000","1558636078990","42.9911836","-78.76060833","12.5","269.9","gps"
"1558636081000","1558636079993","42.99118015","-78.76076806","13.75","270.0","gps"
"1558636082000","1558636080992","42.99118675","-78.76094001","15.0","272.7","gps"
"1558636083000","1558636081996","42.99116958","-78.76113667","15.75","270.1","gps"
"1558636084000","1558636082992","42.99116382","-78.76134342","16.5","270.5","gps"
"1558636085000","1558636083990","42.99117221","-78.76154443","17.5","271.0","gps"
"1558636086000","1558636084991","42.99116932","-78.76174986","17.75","269.4","gps"
"1558636087000","1558636085992","42.99117077","-78.76196787","18.5","269.3","gps"
"1558636088000","1558636086991","42.99117964","-78.76219961","18.5","269.7","gps"
"1558636089000","1558636087993","42.99118109","-78.76245245","18.75","268.0","gps"
"1558636090000","1558636088999","42.99117003","-78.76267852","19.0","268.7","gps"
"1558636091000","1558636089992","42.99116734","-78.76291429","19.5","269.1","gps"
"1558636092000","1558636090991","42.99116413","-78.76314862","19.5","268.2","gps"
"1558636093000","1558636091991","42.99116675","-78.76339135","19.75","270.2","gps"
"1558636094000","1558636092992","42.99116356","-78.76362485","20.0","270.9","gps"
"1558636095000","1558636093991","42.99116521","-78.76386951","20.25","270.2","gps"
"1558636096000","1558636094989","42.99115159","-78.76411192","20.0","268.3","gps"
"1558636097000","1558636095992","42.99115366","-78.76435237","20.0","269.4","gps"
"1558636098000","1558636096991","42.99116049","-78.76460491","20.25","269.9","gps"
"1558636099000","1558636097991","42.99114959","-78.76483311","19.75","269.7","gps"
"1558636100000","1558636098990","42.99114972","-78.76508306","19.75","270.3","gps"
"1558636101000","1558636099992","42.99114409","-78.76532605","19.25","270.6","gps"
"1558636102000","1558636100992","42.99113607","-78.76557114","19.0","270.9","gps"
"1558636103000","1558636101991","42.9911454","-78.76580098","18.75","272.1","gps"
"1558636104000","1558636102994","42.99115785","-78.76602659","18.75","272.3","gps"
"1558636105000","1558636103991","42.99116709","-78.76625798","18.25","274.2","gps"
"1558636106000","1558636104984","42.99117901","-78.76648047","18.25","274.2","gps"
"1558636107000","1558636106003","42.9911996","-78.7667022","18.5","274.8","gps"
"1558636108000","1558636106991","42.99121413","-78.76693924","18.5","276.0","gps"
"1558636109000","1558636107992","42.99123459","-78.76717094","18.75","277.0","gps"
"1558636110000","1558636108985","42.99125514","-78.76739776","18.75","277.0","gps"
"1558636111000","1558636109983","42.99128839","-78.76761651","19.0","277.8","gps"
"1558636112000","1558636110982","42.99131132","-78.76784534","19.0","277.8","gps"
"1558636113000","1558636111986","42.99133498","-78.76808156","19.0","277.8","gps"
"1558636114000","1558636112998","42.99138882","-78.76830384","19.25","278.6","gps"
"1558636115000","1558636113986","42.99142247","-78.76854553","19.25","278.5","gps"
"1558636116000","1558636115423","42.99145805","-78.76877929","19.5","279.3","gps"
"1558636117000","1558636116420","42.99147091","-78.76900993","19.0","274.1","gps"
"1558636118000","1558636117420","42.99149414","-78.76924871","19.25","274.8","gps"
"1558636119000","1558636118422","42.99151336","-78.7694778","19.25","274.4","gps"
"1558636120000","1558636119423","42.99152732","-78.76970312","19.5","273.9","gps"
"1558636121000","1558636120422","42.99152517","-78.76993703","19.5","273.1","gps"
"1558636122000","1558636121432","42.99153175","-78.77017408","19.75","272.2","gps"
"1558636123000","1558636122428","42.99153562","-78.77039541","19.75","271.2","gps"
"1558636124000","1558636123430","42.99154116","-78.77065004","19.75","270.1","gps"
"1558636125000","1558636124430","42.99153851","-78.77090979","20.25","269.2","gps"
"1558636126000","1558636125430","42.99154356","-78.77115584","20.0","269.4","gps"
"1558636127000","1558636126430","42.99153836","-78.77138083","20.25","269.3","gps"
"1558636128000","1558636127429","42.99152384","-78.77164142","20.25","269.4","gps"
"1558636129000","1558636128429","42.99151554","-78.77189301","20.25","268.9","gps"
"1558636130000","1558636129567","42.9915071","-78.77214819","20.25","270.3","gps"
"1558636131000","1558636130430","42.99150439","-78.77239183","20.25","269.0","gps"
"1558636132000","1558636131430","42.99150689","-78.77265032","20.25","269.2","gps"
"1558636133000","1558636132431","42.99151231","-78.772883","20.25","270.3","gps"
"1558636134000","1558636133428","42.99151756","-78.77310978","20.25","268.6","gps"
"1558636135000","1558636134430","42.99150806","-78.77336972","20.25","269.3","gps"
"1558636136000","1558636135422","42.99150601","-78.77361626","20.25","269.3","gps"
"1558636137000","1558636136422","42.99150389","-78.77387075","20.25","269.3","gps"
"1558636138000","1558636137422","42.99148792","-78.77411647","19.75","268.0","gps"
"1558636139000","1558636138423","42.99148563","-78.77436578","20.0","268.9","gps"
"1558636140000","1558636139431","42.99148122","-78.77462253","19.75","268.9","gps"
"1558636141000","1558636140429","42.99147162","-78.77486577","20.0","270.2","gps"
"1558636142000","1558636141430","42.991473","-78.77511142","20.0","269.3","gps"
"1558636143000","1558636142423","42.99145951","-78.77536898","20.0","268.0","gps"
"1558636144000","1558636143431","42.99145463","-78.77559861","19.75","267.6","gps"
"1558636145000","1558636144429","42.99144017","-78.77584566","20.0","268.5","gps"
"1558636146000","1558636145429","42.99144164","-78.77609718","19.75","269.4","gps"
"1558636147000","1558636146429","42.99145416","-78.77632966","19.5","269.2","gps"
"1558636148000","1558636147428","42.9914504","-78.77656571","19.75","269.9","gps"
"1558636149000","1558636148438","42.99144104","-78.77679983","19.0","268.4","gps"
"1558636150000","1558636149432","42.99143974","-78.7770477","19.0","268.7","gps"
"1558636151000","1558636150433","42.99144057","-78.77728724","19.0","269.5","gps"
"1558636152000","1558636151429","42.99144552","-78.7775241","19.0","269.5","gps"
"1558636153000","1558636152431","42.99144118","-78.77776362","19.5","268.2","gps"
"1558636154000","1558636153428","42.99144087","-78.77799696","19.5","267.8","gps"
"1558636155000","1558636154430","42.99142816","-78.77823679","19.5","268.0","gps"
"1558636156000","1558636155430","42.99141564","-78.77847563","19.25","267.2","gps"
"1558636157000","1558636156431","42.99141138","-78.77870909","19.25","268.8","gps"
"1558636158000","1558636157430","42.99141113","-78.77894317","19.5","269.1","gps"
"1558636159000","1558636158431","42.99140465","-78.7791701","19.75","269.5","gps"
"1558636160000","1558636159427","42.99139795","-78.77940492","20.0","269.0","gps"
"1558636161000","1558636160427","42.99139818","-78.77966028","20.25","268.9","gps"
"1558636162000","1558636161431","42.99139896","-78.77991784","20.0","270.0","gps"
"1558636163000","1558636162422","42.99139898","-78.78016085","20.0","270.0","gps"
"1558636164000","1558636163429","42.99138791","-78.78040726","20.25","267.5","gps"
"1558636165000","1558636164430","42.99138611","-78.78065994","20.25","268.1","gps"
"1558636166000","1558636165434","42.99138588","-78.78092311","20.5","270.1","gps"
"1558636167000","1558636166431","42.99138905","-78.78117385","20.25","269.9","gps"
"1558636168000","1558636167429","42.99138971","-78.78142268","20.25","268.0","gps"
"1558636169000","1558636168431","42.99139066","-78.78167743","20.5","268.6","gps"
"1558636170000","1558636169455","42.9913836","-78.7819276","20.0","270.4","gps"
"1558636171000","1558636170428","42.99137338","-78.78217496","20.5","269.5","gps"
"1558636172000","1558636171429","42.99135785","-78.78242486","20.0","268.2","gps"
"1558636173000","1558636172430","42.99134889","-78.78267885","20.0","268.1","gps"
"1558636174000","1558636173430","42.99133317","-78.78291886","19.25","269.6","gps"
"1558636175000","1558636174423","42.9913213","-78.78316451","19.75","268.8","gps"
"1558636176000","1558636175423","42.99131775","-78.78340417","19.75","268.8","gps"
"1558636177000","1558636176429","42.99132109","-78.78365519","20.0","270.6","gps"
"1558636178000","1558636177433","42.99131324","-78.7838825","19.0","269.3","gps"
"1558636179000","1558636178433","42.99131925","-78.78411532","19.25","268.3","gps"
"1558636180000","1558636179428","42.99132826","-78.78435128","19.5","268.0","gps"
"1558636181000","1558636180429","42.99132437","-78.78459878","19.75","269.1","gps"
"1558636182000","1558636181422","42.99132154","-78.78483842","19.75","269.1","gps"
"1558636183000","1558636182429","42.99133881","-78.78506825","19.0","268.0","gps"
"1558636184000","1558636183431","42.99133637","-78.78530261","19.25","269.7","gps"
"1558636185000","1558636184432","42.99133774","-78.78553791","19.5","268.4","gps"
"1558636186000","1558636185429","42.99134124","-78.78576027","19.0","268.5","gps"
"1558636187000","1558636186429","42.99132912","-78.78597773","18.0","267.8","gps"
"1558636188000","1558636187431","42.99134501","-78.78619826","17.25","268.1","gps"
"1558636189000","1558636188429","42.99133881","-78.78639985","16.5","269.3","gps"
"1558636190000","1558636189430","42.99132747","-78.78660006","16.0","267.9","gps"
"1558636191000","1558636190428","42.99131807","-78.78678456","15.25","267.3","gps"
"1558636192000","1558636191428","42.99130465","-78.7869588","14.0","267.6","gps"
"1558636193000","1558636192429","42.99130301","-78.78710507","11.5","267.8","gps"
"1558636194000","1558636193429","42.99129735","-78.78723689","10.25","269.1","gps"
"1558636195000","1558636194431","42.99129365","-78.78734201","7.75","269.4","gps"
"1558636196000","1558636195429","42.99128215","-78.78742295","5.0","266.5","gps"
"1558636197000","1558636196430","42.99127485","-78.78746266","1.5","269.7","gps"
"1558636198000","1558636197421","42.99127478","-78.78748145","1.5","269.7","gps"
"1558636203000","1558636202430","42.99127413","-78.78750222","0.0","0.0","gps"
"1558636206000","1558636205428","42.99127625","-78.78751708","0.0","0.0","gps"
"1558636212000","1558636211430","42.99127373","-78.78753681","8.5","271.5","gps"
"1558636213000","1558636212428","42.99127447","-78.78767817","10.5","269.5","gps"
"1558636214000","1558636213423","42.99127367","-78.78780487","10.5","269.5","gps"
"1558636215000","1558636214421","42.99127288","-78.78793156","10.5","269.5","gps"
"1558636216000","1558636215423","42.99125734","-78.78815404","14.25","268.2","gps"
"1558636217000","1558636216423","42.99126609","-78.78834331","14.5","268.1","gps"
"1558636218000","1558636217423","42.99129859","-78.78857975","15.5","274.1","gps"
"1558636219000","1558636218421","42.99128422","-78.78880076","16.25","269.3","gps"
"1558636220000","1558636219424","42.99128605","-78.78904765","18.0","269.1","gps"
"1558636221000","1558636220424","42.99127159","-78.78929425","19.0","269.1","gps"
"1558636222000","1558636221423","42.99127642","-78.78954445","19.25","268.9","gps"
"1558636223000","1558636222421","42.99125632","-78.78978846","19.25","268.7","gps"
"1558636224000","1558636223423","42.99124633","-78.79002659","19.0","269.0","gps"
"1558636225000","1558636224422","42.991236","-78.79026714","18.5","269.1","gps"
"1558636226000","1558636225422","42.99123761","-78.79047978","17.5","269.1","gps"
"1558636227000","1558636226421","42.99123518","-78.79069379","16.75","269.1","gps"
"1558636228000","1558636227425","42.99123533","-78.79088811","16.0","269.4","gps"
"1558636229000","1558636228424","42.99123486","-78.7910703","15.0","269.2","gps"
"1558636230000","1558636229420","42.99123323","-78.79124463","14.0","269.3","gps"
"1558636231000","1558636230424","42.99123068","-78.79139322","12.5","269.7","gps"
"1558636232000","1558636231423","42.99123114","-78.79152807","11.0","269.8","gps"
"1558636233000","1558636232425","42.991236","-78.79165667","9.5","269.5","gps"
"1558636234000","1558636233424","42.99123441","-78.79175181","8.0","269.6","gps"
"1558636235000","1558636234423","42.99124016","-78.7918308","6.5","269.4","gps"
"1558636236000","1558636235429","42.99122867","-78.7918533","3.5","266.8","gps"
"1558636237000","1558636236436","42.99122741","-78.79188675","1.75","256.3","gps"
"1558636238000","1558636237435","42.99123742","-78.79188507","0.75","256.3","gps"
"1558636240000","1558636239427","42.99124784","-78.79188753","0.5","256.3","gps"
"1558636241000","1558636240427","42.99126446","-78.79188021","0.25","256.3","gps"
"1558636247000","1558636246426","42.99125539","-78.79187572","0.0","0.0","gps"
"1558636251000","1558636250430","42.99125114","-78.79188774","0.0","0.0","gps"
"1558636265000","1558636264428","42.9912555","-78.79199976","6.25","267.4","gps"
"1558636266000","1558636265429","42.99125035","-78.79210023","8.0","269.3","gps"
"1558636267000","1558636266428","42.99124692","-78.79223276","9.5","270.0","gps"
"1558636268000","1558636267430","42.99124938","-78.79236853","10.5","271.0","gps"
"1558636269000","1558636268428","42.99123072","-78.79248941","11.75","270.6","gps"
"1558636270000","1558636269428","42.9912339","-78.79264365","12.25","268.2","gps"
"1558636271000","1558636270422","42.99123132","-78.79281357","13.25","267.2","gps"
"1558636272000","1558636271429","42.991238","-78.79299836","13.5","268.0","gps"
"1558636273000","1558636272421","42.99123377","-78.7931674","13.5","268.0","gps"
"1558636274000","1558636273427","42.99123448","-78.79335863","14.5","272.2","gps"
"1558636275000","1558636274432","42.99124018","-78.79354719","15.25","273.7","gps"
"1558636276000","1558636275420","42.99124931","-78.79373945","15.25","273.7","gps"
"1558636277000","1558636276431","42.99123478","-78.79395102","16.75","268.9","gps"
"1558636278000","1558636277427","42.99124152","-78.79415031","17.25","268.2","gps"
"1558636279000","1558636278430","42.99123346","-78.79437389","17.75","268.3","gps"
"1558636280000","1558636279432","42.99124076","-78.7946147","18.0","268.3","gps"
"1558636281000","1558636280428","42.99124028","-78.7948454","18.0","269.2","gps"
"1558636282000","1558636281428","42.99123858","-78.79505367","18.0","267.9","gps"
"1558636283000","1558636282431","42.99123313","-78.79527439","18.75","266.1","gps"
"1558636284000","1558636283428","42.99122082","-78.79552735","18.25","265.0","gps"
"1558636285000","1558636284428","42.99119902","-78.79574545","17.5","264.4","gps"
"1558636286000","1558636285428","42.99118358","-78.79594976","17.75","264.2","gps"
"1558636287000","1558636286427","42.99116087","-78.79616489","17.75","263.9","gps"
"1558636288000","1558636287428","42.99112998","-78.79636779","17.75","264.3","gps"
"1558636289000","1558636288427","42.99110639","-78.79657478","18.0","262.9","gps"
"1558636290000","1558636289430","42.99108935","-78.79679066","17.75","263.4","gps"
"1558636291000","1558636290427","42.99107623","-78.79701814","18.0","264.9","gps"
"1558636292000","1558636291430","42.99105659","-78.7972475","18.5","264.9","gps"
"1558636293000","1558636292428","42.9910319","-78.79747165","18.5","263.3","gps"
"1558636294000","1558636293427","42.99102172","-78.7976918","18.75","264.4","gps"
"1558636295000","1558636294421","42.99100547","-78.79791854","18.75","264.4","gps"
"1558636296000","1558636295420","42.99099786","-78.79814313","18.5","264.7","gps"
"1558636297000","1558636296423","42.9909822","-78.79837319","18.5","264.7","gps"
"1558636298000","1558636297421","42.99092718","-78.79860019","18.75","264.8","gps"
"1558636299000","1558636298422","42.99091239","-78.79882352","18.5","263.7","gps"
"1558636300000","1558636299422","42.9908975","-78.79904958","18.5","263.7","gps"
"1558636301000","1558636300421","42.99088902","-78.79927893","18.5","263.4","gps"
"1558636302000","1558636301426","42.99087862","-78.79949979","18.5","264.1","gps"
"1558636303000","1558636302421","42.99085904","-78.79972101","18.25","263.9","gps"
"1558636304000","1558636303423","42.99084765","-78.79992951","18.0","264.3","gps"
"1558636305000","1558636304426","42.9908317","-78.80015334","17.75","264.4","gps"
"1558636306000","1558636305423","42.99082561","-78.80037164","17.75","265.2","gps"
"1558636307000","1558636306423","42.99081217","-78.8005756","17.5","265.4","gps"
"1558636308000","1558636307424","42.99080511","-78.80079261","17.25","266.0","gps"
"1558636309000","1558636308423","42.99079472","-78.80099745","17.0","266.7","gps"
"1558636310000","1558636309424","42.99078247","-78.80120493","16.5","266.9","gps"
"1558636311000","1558636310421","42.99077974","-78.80138915","16.0","266.5","gps"
"1558636312000","1558636311426","42.99077583","-78.80157899","15.75","266.4","gps"
"1558636313000","1558636312423","42.99076885","-78.8017703","15.25","267.0","gps"
"1558636314000","1558636313422","42.99076569","-78.80195917","15.0","267.9","gps"
"1558636315000","1558636314429","42.9907703","-78.80213811","14.5","267.9","gps"
"1558636316000","1558636315427","42.99075531","-78.80232496","15.25","269.1","gps"
"1558636317000","1558636316431","42.99076298","-78.80251587","15.25","274.0","gps"
"1558636318000","1558636317426","42.99076766","-78.80270078","15.25","274.6","gps"
"1558636319000","1558636318430","42.99078778","-78.80290204","15.25","274.1","gps"
"1558636320000","1558636319426","42.99079015","-78.80309531","14.25","272.5","gps"
"1558636321000","1558636320427","42.99079188","-78.80325594","12.5","271.8","gps"
"1558636322000","1558636321429","42.99079704","-78.80339715","10.75","272.3","gps"
"1558636323000","1558636322428","42.99079282","-78.80352574","9.75","267.5","gps"
"1558636324000","1558636323436","42.9907926","-78.80363271","9.0","272.6","gps"
"1558636325000","1558636324428","42.99079275","-78.80373083","7.5","271.6","gps"
"1558636326000","1558636325427","42.99079927","-78.80379658","4.75","275.4","gps"
"1558636327000","1558636326427","42.9907988","-78.80385697","3.25","267.3","gps"
"1558636328000","1558636327427","42.99079268","-78.80388353","2.25","271.8","gps"
"1558636329000","1558636328429","42.99079384","-78.80390638","2.0","278.6","gps"
"1558636330000","1558636329428","42.99079281","-78.80392192","2.5","296.1","gps"
"1558636331000","1558636330428","42.99081428","-78.80395228","4.0","310.2","gps"
"1558636332000","1558636331429","42.99084403","-78.80397153","4.25","336.5","gps"
"1558636333000","1558636332428","42.99090002","-78.80397939","6.5","2.1","gps"
"1558636334000","1558636333421","42.99095886","-78.80397644","6.5","2.1","gps"
"1558636335000","1558636334420","42.99105907","-78.80392968","10.5","18.4","gps"
"1558636336000","1558636335429","42.99115965","-78.80388183","12.25","20.9","gps"
"1558636337000","1558636336432","42.99126084","-78.80383196","13.75","22.4","gps"
"1558636338000","1558636337428","42.99139259","-78.80375611","15.25","23.3","gps"
"1558636339000","1558636338427","42.99152692","-78.80367505","16.75","22.9","gps"
"1558636340000","1558636339430","42.99167356","-78.8035924","17.75","22.5","gps"
"1558636341000","1558636340429","42.99182591","-78.80350754","19.0","23.0","gps"
"1558636342000","1558636341428","42.99199323","-78.80341643","20.25","22.7","gps"
"1558636343000","1558636342421","42.99217429","-78.80331043","21.5","23.3","gps"
"1558636344000","1558636343431","42.99236365","-78.80321403","22.5","23.0","gps"
"1558636345000","1558636344429","42.99255844","-78.80309847","23.5","22.6","gps"
"1558636346000","1558636345428","42.99274887","-78.80298824","24.0","22.6","gps"
"1558636347000","1558636346427","42.99294502","-78.80287217","24.25","23.8","gps"
"1558636348000","1558636347420","42.9931495","-78.80274948","24.25","23.8","gps"
"1558636349000","1558636348422","42.99333247","-78.80264212","23.25","23.7","gps"
"1558636350000","1558636349420","42.99352463","-78.80252031","23.5","24.4","gps"
"1558636351000","1558636350423","42.9937322","-78.80242513","24.5","22.7","gps"
"1558636352000","1558636351421","42.99393691","-78.80229192","24.5","23.8","gps"
"1558636353000","1558636352426","42.99413609","-78.80215899","24.0","24.0","gps"
"1558636354000","1558636353427","42.9943308","-78.80205984","23.5","23.2","gps"
"1558636355000","1558636354430","42.9945326","-78.80194648","22.75","23.6","gps"
"1558636356000","1558636355428","42.99470618","-78.80183734","22.75","23.1","gps"
"1558636357000","1558636356436","42.99487738","-78.80171871","21.75","23.9","gps"
"1558636358000","1558636357427","42.99505296","-78.80160263","21.25","25.7","gps"
"1558636359000","1558636358427","42.99522828","-78.80148732","21.5","26.3","gps"
"1558636360000","1558636359430","42.99539196","-78.80135493","20.75","30.1","gps"
"1558636361000","1558636360429","42.99555991","-78.80121886","21.0","32.4","gps"
"1558636362000","1558636361430","42.99572769","-78.80107092","21.25","35.2","gps"
"1558636363000","1558636362428","42.99589847","-78.80094997","21.25","38.6","gps"
"1558636364000","1558636363429","42.99604505","-78.80077135","21.25","39.9","gps"
"1558636365000","1558636364428","42.99618454","-78.80060657","21.75","40.0","gps"
"1558636366000","1558636365427","42.9963393","-78.80042609","22.0","39.8","gps"
"1558636367000","1558636366420","42.99649364","-78.80024577","22.25","40.0","gps"
"1558636368000","1558636367427","42.99664119","-78.80007863","22.5","40.2","gps"
"1558636369000","1558636368430","42.99679491","-78.7998903","22.5","40.5","gps"
"1558636370000","1558636369420","42.99694772","-78.79971281","22.5","40.5","gps"
"1558636371000","1558636370426","42.99708414","-78.79953397","21.75","39.5","gps"
"1558636372000","1558636371429","42.99723835","-78.79938618","21.25","35.6","gps"
"1558636373000","1558636372428","42.99739572","-78.79924726","21.0","31.4","gps"
"1558636374000","1558636373427","42.99755729","-78.79913325","20.5","26.9","gps"
"1558636375000","1558636374429","42.99772704","-78.79902528","20.25","24.2","gps"
"1558636376000","1558636375427","42.99788973","-78.79892884","19.75","21.1","gps"
"1558636377000","1558636376428","42.99805545","-78.79884431","19.75","18.5","gps"
"1558636378000","1558636377428","42.99822666","-78.79877419","19.5","15.2","gps"
"1558636379000","1558636378427","42.99839173","-78.79871347","19.25","11.2","gps"
"1558636380000","1558636379429","42.99856938","-78.79867027","19.0","8.8","gps"
"1558636381000","1558636380432","42.99873187","-78.79864428","18.75","5.9","gps"
"1558636382000","1558636381428","42.99889296","-78.79862145","18.0","6.2","gps"
"1558636383000","1558636382432","42.99904087","-78.79859483","17.5","6.1","gps"
"1558636384000","1558636383429","42.99919246","-78.79855268","16.0","6.0","gps"
"1558636385000","1558636384428","42.99933057","-78.79852513","14.5","4.5","gps"
"1558636386000","1558636385427","42.99944713","-78.79853199","12.5","1.9","gps"
"1558636387000","1558636386428","42.99955071","-78.7985212","10.5","1.6","gps"
"1558636388000","1558636387426","42.99963716","-78.7985153","8.5","358.7","gps"
"1558636389000","1558636388427","42.99969449","-78.79851551","5.75","358.5","gps"
"1558636390000","1558636389429","42.99973538","-78.79852693","3.25","357.3","gps"
"1558636391000","1558636390429","42.99975129","-78.79852479","2.0","359.3","gps"
"1558636392000","1558636391428","42.99976348","-78.79852473","1.0","353.9","gps"
"1558636394000","1558636393426","42.99977162","-78.79851474","0.0","0.0","gps"
"1558636431000","1558636430420","42.99978944","-78.7985272","2.75","357.3","gps"
"1558636432000","1558636431429","42.99982069","-78.79850904","4.25","22.3","gps"
"1558636433000","1558636432428","42.99985371","-78.7984614","5.5","39.4","gps"
"1558636434000","1558636433427","42.99988384","-78.79840828","6.0","57.0","gps"
"1558636435000","1558636434426","42.99991374","-78.79834002","7.0","62.8","gps"
"1558636436000","1558636435427","42.99992153","-78.79827359","8.0","85.4","gps"
"1558636437000","1558636436422","42.9999273","-78.79817661","8.0","85.4","gps"
"1558636438000","1558636437426","42.9999424","-78.79804815","9.75","91.7","gps"
"1558636439000","1558636438419","42.99993982","-78.79792858","9.75","91.7","gps"
"1558636440000","1558636439422","42.99994834","-78.79778376","10.5","86.0","gps"
"1558636441000","1558636440428","42.99995433","-78.79766734","10.0","86.2","gps"
"1558636442000","1558636441429","42.999963","-78.79754099","9.75","82.7","gps"
"1558636443000","1558636442427","42.99998284","-78.79747968","8.75","86.1","gps"
"1558636444000","1558636443424","42.99998432","-78.79738099","7.25","91.6","gps"
"1558636445000","1558636444426","42.99998726","-78.7973148","4.75","91.3","gps"
"1558636446000","1558636445428","42.99998582","-78.79726734","3.75","94.9","gps"
"1558636447000","1558636446426","42.99998449","-78.79724769","0.5","94.9","gps"
"1558636449000","1558636448427","42.99997058","-78.79721858","0.0","0.0","gps"
"1558636451000","1558636450427","42.99996388","-78.79720954","0.0","0.0","gps"
"1558636475000","1558636474428","42.99997296","-78.7972082","0.0","0.0","gps"
"1558636495000","1558636494421","42.99998211","-78.79720621","0.0","0.0","gps"
"1558636502000","1558636501428","42.99998258","-78.79715481","4.25","90.5","gps"
"1558636503000","1558636502418","42.99998227","-78.79710399","4.25","90.5","gps"
"1558636504000","1558636503427","42.99999131","-78.79702453","6.75","78.0","gps"
"1558636505000","1558636504427","43.00000817","-78.79693439","7.75","69.7","gps"
"1558636506000","1558636505427","43.00003847","-78.79682876","9.25","62.2","gps"
"1558636507000","1558636506419","43.00007669","-78.79672997","9.25","62.2","gps"
"1558636508000","1558636507428","43.00017092","-78.79663892","10.5","38.3","gps"
"1558636509000","1558636508428","43.0002498","-78.79656839","11.25","31.8","gps"
"1558636510000","1558636509429","43.0003424","-78.79653949","10.75","17.3","gps"
"1558636511000","1558636510425","43.00047002","-78.79651847","13.75","6.0","gps"
"1558636512000","1558636511427","43.00059747","-78.79652091","14.0","5.9","gps"
"1558636513000","1558636512420","43.00072687","-78.79650271","14.0","5.9","gps"
"1558636514000","1558636513426","43.00089794","-78.79647314","16.0","5.6","gps"
"1558636515000","1558636514428","43.00104327","-78.79645093","16.75","7.0","gps"
"1558636516000","1558636515427","43.0012091","-78.7964121","17.75","6.6","gps"
"1558636517000","1558636516426","43.00138198","-78.79640271","18.0","5.4","gps"
"1558636518000","1558636517427","43.00154598","-78.79639061","18.25","4.9","gps"
"1558636519000","1558636518426","43.00170974","-78.79637459","18.25","4.3","gps"
"1558636520000","1558636519429","43.00187391","-78.79636199","18.75","1.3","gps"
"1558636521000","1558636520427","43.00204028","-78.79636843","19.0","359.5","gps"
"1558636522000","1558636521430","43.0022111","-78.79636871","19.25","357.3","gps"
"1558636523000","1558636522429","43.00238312","-78.79638314","19.5","356.1","gps"
"1558636524000","1558636523428","43.00257644","-78.79639728","20.0","357.4","gps"
"1558636525000","1558636524446","43.0027504","-78.79640399","19.5","357.7","gps"
"1558636526000","1558636525427","43.00292085","-78.79640507","19.75","359.1","gps"
"1558636527000","1558636526420","43.00309199","-78.79639421","19.5","2.9","gps"
"1558636528000","1558636527426","43.00327381","-78.79639868","19.0","7.4","gps"
"1558636529000","1558636528427","43.00344259","-78.79635881","19.0","11.7","gps"
"1558636530000","1558636529427","43.00360071","-78.79629213","19.25","16.6","gps"
"1558636531000","1558636530427","43.00376244","-78.79620025","19.25","21.5","gps"
"1558636532000","1558636531426","43.00392632","-78.79609739","19.5","27.3","gps"
"1558636533000","1558636532426","43.0040648","-78.79597363","19.5","32.8","gps"
"1558636534000","1558636533428","43.0042076","-78.7958397","20.0","37.6","gps"
"1558636535000","1558636534428","43.0043413","-78.79567791","20.0","42.3","gps"
"1558636536000","1558636535426","43.00447568","-78.79551261","20.5","45.5","gps"
"1558636537000","1558636536427","43.00460044","-78.79531416","20.0","52.2","gps"
"1558636538000","1558636537428","43.00470107","-78.7951145","20.0","58.5","gps"
"1558636539000","1558636538425","43.0047864","-78.79489546","19.5","65.1","gps"
"1558636540000","1558636539427","43.00486385","-78.79466533","20.0","65.9","gps"
"1558636541000","1558636540427","43.00491639","-78.7944272","20.0","72.3","gps"
"1558636542000","1558636541427","43.00497624","-78.79418673","20.0","73.4","gps"
"1558636543000","1558636542429","43.00502541","-78.79395073","20.0","74.9","gps"
"1558636544000","1558636543429","43.00506841","-78.79370519","20.5","77.6","gps"
"1558636545000","1558636544427","43.00510902","-78.79346729","20.25","78.1","gps"
"1558636546000","1558636545427","43.0051416","-78.79322869","20.25","80.0","gps"
"1558636547000","1558636546426","43.00516778","-78.79298707","20.5","81.4","gps"
"1558636548000","1558636547425","43.00518201","-78.7927552","20.5","83.8","gps"
"1558636549000","1558636548429","43.00521043","-78.79249853","20.5","83.8","gps"
"1558636550000","1558636549428","43.0052237","-78.7922466","20.25","86.5","gps"
"1558636551000","1558636550433","43.00522969","-78.79199245","20.25","88.0","gps"
"1558636552000","1558636551427","43.00522635","-78.79173923","20.0","89.4","gps"
"1558636553000","1558636552427","43.00522524","-78.79148251","19.5","90.5","gps"
"1558636554000","1558636553427","43.00522685","-78.7912533","19.25","90.9","gps"
"1558636555000","1558636554427","43.00522264","-78.79103244","18.0","91.1","gps"
